暫編地號,原地號,所屬街廓,重劃前區段,a 面積(㎡),街廓面積(㎡),正面長度(m),平均深度(m),A 地價比,l₂ 正面尺度,l₁ 側面尺度,街角地,第1筆街角,街角側別,F(m),W(m),Rw(%),S(m),幾何面積(㎡),G(㎡),累積S(m),推進側別,解法,迭代次數,是否收斂,負擔比率,宗地寬度(m),畸零地旗標
628-37(1),628-37,R1,a,350.76,2893.55,87.31,32.97,1.7206,0.0,1.0,是,是,左側,33.25,6.48,52.75,6.5,209.0,208.99,6.5,left,幾何二分法,16,✅,0.4042,6.48,
628-35(2),628-35,R1,b,1039.0,2893.55,87.31,32.97,2.0243,0.0,1.0,否,否,—,33.25,24.61,47.26,18.19,602.96,602.95,24.69,left,幾何二分法,17,✅,0.4197,18.13,
628(5),628,R1,a,382.91,2893.55,87.31,32.97,1.7206,0.0,1.0,是,是,右側,33.27,9.8,70.12,9.83,224.35,224.34,9.83,right,幾何二分法,16,✅,0.4141,9.8,
628-34(3),628-34,R1,b,152.34,2893.55,87.31,32.97,2.0243,0.0,1.0,否,否,—,33.27,12.42,11.53,2.63,87.02,87.01,12.46,right,幾何二分法,17,✅,0.4288,2.62,⚠️移出/第1調配順位
628-36(1),628-36,R1,a,947.97,2893.55,87.31,32.97,1.7206,0.0,1.0,否,否,—,33.27,30.54,18.32,18.18,602.36,602.35,30.64,right,幾何二分法,16,✅,0.3646,18.12,
R1-抵費地-1,—,R1,—,0.0,2893.55,87.31,32.97,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,1162.41,0.0,0.0,抵費地,幾何剩餘,0,🟡,0.0,,
R1-抵費地-2,—,R1,—,0.0,2893.55,87.31,32.97,0.0,0.0,0.0,—,—,—,0.0,0.0,0.0,0.0,5.3,0.0,0.0,抵費地,幾何剩餘,0,⚠️ < 最小分配,0.0,,
628-41(1),628-41,R2,b,319.3,4368.6,100.03,43.9,1.923,2.0,1.0,是,是,左側,44.95,5.51,47.03,5.52,165.47,165.46,5.52,left,幾何二分法,11,✅,0.4818,5.51,
628-42(1),628-42,R2,b,8.34,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,5.61,0.62,0.1,4.65,4.64,5.62,left,幾何二分法,18,✅,0.4436,0.1,⚠️移出/第1調配順位
628-27(1),628-27,R2,b,51.32,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,6.25,3.74,0.64,28.61,28.61,6.26,left,幾何二分法,15,✅,0.4425,0.64,⚠️移出/第1調配順位
628-40(1),628-40,R2,b,513.48,4368.6,100.03,43.9,1.923,2.0,1.0,否,否,—,44.95,12.66,31.23,6.43,288.67,288.67,12.69,left,幾何二分法,15,✅,0.4378,6.41,
